ty,gk,qk,n_opt,mouth_pred
RACExRELIG,RACExRELIG :: Asian | Agnostic,ADMISSIONa_W43,3,"0.211352,0.312358,0.476290"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV28c_W43,3,"0.406415,0.264459,0.329125"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV28c_W43,3,"0.405941,0.270415,0.323644"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV28c_W43,3,"0.416256,0.264589,0.319155"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV28c_W43,3,"0.407459,0.265139,0.327402"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV28c_W43,3,"0.416495,0.256595,0.326910"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV28c_W43,3,"0.390758,0.264400,0.344842"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV28c_W43,3,"0.394325,0.271015,0.334659"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV28c_W43,3,"0.400562,0.264755,0.334682"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV28c_W43,3,"0.412465,0.266307,0.321228"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV28c_W43,3,"0.404719,0.282539,0.312742"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV28c_W43,3,"0.395537,0.273980,0.330483"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV28c_W43,3,"0.398427,0.273835,0.327738"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV28c_W43,3,"0.409560,0.283694,0.306746"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV28c_W43,3,"0.416149,0.279389,0.304461"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV28c_W43,3,"0.372170,0.280929,0.346901"
RACExRELIG,RACExRELIG :: White | Other,RACESURV28c_W43,3,"0.384094,0.289929,0.325976"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV28c_W43,3,"0.371693,0.287222,0.341085"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV28c_W43,3,"0.376840,0.280044,0.343117"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV28d_W43,3,"0.544050,0.216408,0.239542"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV28d_W43,3,"0.504257,0.238194,0.257549"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,RACESURV28d_W43,3,"0.467520,0.244449,0.288031"
RACExRELIG,RACExRELIG :: Asian | Protestant,RACESURV28d_W43,3,"0.466899,0.249913,0.283188"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,RACESURV28d_W43,3,"0.476504,0.243374,0.280122"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV28d_W43,3,"0.445153,0.253641,0.301206"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV28d_W43,3,"0.443525,0.258706,0.297769"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV28d_W43,3,"0.460037,0.252079,0.287884"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV28d_W43,3,"0.441298,0.255403,0.303299"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV28d_W43,3,"0.461342,0.243110,0.295547"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV28d_W43,3,"0.429215,0.254302,0.316483"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV28d_W43,3,"0.432729,0.260421,0.306851"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV28d_W43,3,"0.441298,0.255403,0.303299"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV28d_W43,3,"0.451251,0.255114,0.293635"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV28d_W43,3,"0.435322,0.272417,0.292261"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV28d_W43,3,"0.428286,0.268014,0.303700"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV28d_W43,3,"0.440821,0.263226,0.295953"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV28d_W43,3,"0.449921,0.272891,0.277188"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV28d_W43,3,"0.456688,0.268473,0.274839"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV28d_W43,3,"0.408135,0.274009,0.317856"
RACExRELIG,RACExRELIG :: White | Other,RACESURV28d_W43,3,"0.416223,0.281631,0.302146"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV28d_W43,3,"0.405500,0.278696,0.315804"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV28d_W43,3,"0.413942,0.273599,0.312460"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV28f_W43,3,"0.484341,0.214925,0.300734"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV28f_W43,3,"0.448845,0.240249,0.310906"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,RACESURV28f_W43,3,"0.413753,0.243233,0.343014"
RACExRELIG,RACExRELIG :: Asian | Protestant,RACESURV28f_W43,3,"0.414656,0.249545,0.335799"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,RACESURV28f_W43,3,"0.424049,0.237870,0.338081"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV28f_W43,3,"0.397119,0.252424,0.350456"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV28f_W43,3,"0.400646,0.256663,0.342691"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV28f_W43,3,"0.411380,0.247573,0.341046"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV28f_W43,3,"0.396097,0.259767,0.344135"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV28f_W43,3,"0.414069,0.245328,0.340604"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV28f_W43,3,"0.380869,0.255703,0.363428"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV28f_W43,3,"0.389444,0.261460,0.349095"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV28f_W43,3,"0.396031,0.251732,0.352237"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV28f_W43,3,"0.406287,0.254248,0.339465"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV28f_W43,3,"0.395355,0.271723,0.332922"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV28f_W43,3,"0.387044,0.266011,0.346944"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV28f_W43,3,"0.399841,0.258157,0.342002"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV28f_W43,3,"0.405941,0.270415,0.323644"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV28f_W43,3,"0.411428,0.265638,0.322934"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV28f_W43,3,"0.371036,0.269343,0.359621"
RACExRELIG,RACExRELIG :: White | Other,RACESURV28f_W43,3,"0.377463,0.276158,0.346379"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV28f_W43,3,"0.367651,0.273215,0.359134"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV28f_W43,3,"0.374420,0.265504,0.360076"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV28g_W43,3,"0.466807,0.222233,0.310960"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV28g_W43,3,"0.430177,0.245108,0.324715"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,RACESURV28g_W43,3,"0.402104,0.245801,0.352094"
RACExRELIG,RACExRELIG :: Asian | Protestant,RACESURV28g_W43,3,"0.403835,0.250747,0.345418"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,RACESURV28g_W43,3,"0.408526,0.242044,0.349431"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV28g_W43,3,"0.389662,0.255547,0.354791"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV28g_W43,3,"0.391029,0.258455,0.350516"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV28g_W43,3,"0.401650,0.249390,0.348960"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV28g_W43,3,"0.388381,0.260747,0.350873"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV28g_W43,3,"0.403529,0.248607,0.347864"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV28g_W43,3,"0.373203,0.256498,0.370299"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV28g_W43,3,"0.379641,0.260923,0.359437"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV28g_W43,3,"0.385322,0.252701,0.361977"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV28g_W43,3,"0.397699,0.256774,0.345527"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV28g_W43,3,"0.389571,0.271964,0.338465"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV28g_W43,3,"0.382297,0.266887,0.350816"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV28g_W43,3,"0.390505,0.262173,0.347322"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV28g_W43,3,"0.396382,0.272429,0.331189"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV28g_W43,3,"0.400774,0.266973,0.332253"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV28g_W43,3,"0.361701,0.270902,0.367397"
RACExRELIG,RACExRELIG :: White | Other,RACESURV28g_W43,3,"0.371759,0.276267,0.351974"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV28g_W43,3,"0.361967,0.273227,0.364806"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV28g_W43,3,"0.366848,0.266303,0.366848"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV29b_W43,4,"0.308827,0.299326,0.262098,0.129748"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV29b_W43,4,"0.269782,0.333137,0.265600,0.131481"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,RACESURV29b_W43,4,"0.262327,0.347527,0.260285,0.129861"
RACExRELIG,RACExRELIG :: Asian | Protestant,RACESURV29b_W43,4,"0.274318,0.313281,0.259719,0.152681"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,RACESURV29b_W43,4,"0.290975,0.314619,0.246947,0.147459"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV29b_W43,4,"0.239051,0.370250,0.266681,0.124018"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV29b_W43,4,"0.248947,0.337623,0.267081,0.146349"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV29b_W43,4,"0.257428,0.346407,0.259447,0.136719"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV29b_W43,4,"0.239907,0.322831,0.287132,0.150130"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV29b_W43,4,"0.226657,0.340252,0.295616,0.137474"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV29b_W43,4,"0.220502,0.378029,0.278741,0.122728"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV29b_W43,4,"0.235488,0.345320,0.277473,0.141719"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV29b_W43,4,"0.243624,0.348976,0.269667,0.137733"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV29b_W43,4,"0.226833,0.354081,0.271483,0.147603"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV29b_W43,4,"0.245768,0.315573,0.265739,0.172920"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV29b_W43,4,"0.272936,0.295114,0.262480,0.169470"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV29b_W43,4,"0.247189,0.307632,0.277922,0.167257"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV29b_W43,4,"0.252151,0.321248,0.266324,0.160277"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV29b_W43,4,"0.273001,0.299833,0.266677,0.160489"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV29b_W43,4,"0.252176,0.316300,0.262222,0.169303"
RACExRELIG,RACExRELIG :: White | Other,RACESURV29b_W43,4,"0.252800,0.295553,0.260824,0.190823"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV29b_W43,4,"0.265099,0.293438,0.254943,0.186520"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV29b_W43,4,"0.276108,0.300885,0.247502,0.175505"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV29c_W43,4,"0.289045,0.324982,0.273662,0.112311"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV29c_W43,4,"0.264321,0.350169,0.272712,0.112798"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,RACESURV29c_W43,4,"0.255940,0.366617,0.268222,0.109222"
RACExRELIG,RACExRELIG :: Asian | Protestant,RACESURV29c_W43,4,"0.269221,0.332444,0.267126,0.131208"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,RACESURV29c_W43,4,"0.278242,0.333013,0.259350,0.129395"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV29c_W43,4,"0.230967,0.389831,0.274280,0.104922"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV29c_W43,4,"0.244495,0.355737,0.274893,0.124876"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV29c_W43,4,"0.245339,0.362588,0.271566,0.120507"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV29c_W43,4,"0.234495,0.352018,0.291833,0.121654"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV29c_W43,4,"0.220819,0.366924,0.299474,0.112783"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV29c_W43,4,"0.219311,0.400236,0.281601,0.098851"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV29c_W43,4,"0.235136,0.367042,0.281421,0.116401"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV29c_W43,4,"0.236895,0.369788,0.276958,0.116359"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV29c_W43,4,"0.230955,0.380781,0.272132,0.116132"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV29c_W43,4,"0.251641,0.335984,0.267870,0.144505"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV29c_W43,4,"0.263506,0.320341,0.274002,0.142151"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV29c_W43,4,"0.241058,0.332071,0.286263,0.140608"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV29c_W43,4,"0.244947,0.345431,0.275402,0.134220"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV29c_W43,4,"0.264171,0.326208,0.274695,0.134926"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV29c_W43,4,"0.245978,0.341507,0.270154,0.142361"
RACExRELIG,RACExRELIG :: White | Other,RACESURV29c_W43,4,"0.251092,0.317410,0.269382,0.162117"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV29c_W43,4,"0.261065,0.312453,0.263112,0.163370"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV29c_W43,4,"0.265829,0.320651,0.259671,0.153850"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV29d_W43,4,"0.336124,0.336124,0.242101,0.085652"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV29d_W43,4,"0.289684,0.363345,0.253656,0.093315"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,RACESURV29d_W43,4,"0.267274,0.385855,0.253050,0.093822"
RACExRELIG,RACExRELIG :: Asian | Protestant,RACESURV29d_W43,4,"0.296990,0.344514,0.250090,0.108406"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,RACESURV29d_W43,4,"0.295763,0.343091,0.247119,0.114027"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV29d_W43,4,"0.203063,0.388368,0.286364,0.122205"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV29d_W43,4,"0.225420,0.351875,0.282739,0.139966"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV29d_W43,4,"0.219159,0.355730,0.283612,0.141499"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV29d_W43,4,"0.220799,0.355604,0.294806,0.128791"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV29d_W43,4,"0.191204,0.354435,0.317714,0.136647"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV29d_W43,4,"0.193094,0.405599,0.292142,0.109165"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV29d_W43,4,"0.216271,0.370775,0.288760,0.124194"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV29d_W43,4,"0.213371,0.365802,0.289373,0.131454"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV29d_W43,4,"0.207998,0.388591,0.282087,0.121324"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV29d_W43,4,"0.236709,0.341729,0.274587,0.146976"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV29d_W43,4,"0.255727,0.320754,0.274355,0.149164"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV29d_W43,4,"0.219571,0.319474,0.297783,0.163172"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV29d_W43,4,"0.231005,0.341403,0.283033,0.144559"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV29d_W43,4,"0.259923,0.328574,0.274534,0.136970"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV29d_W43,4,"0.230417,0.340535,0.277936,0.151111"
RACExRELIG,RACExRELIG :: White | Other,RACESURV29d_W43,4,"0.240894,0.316649,0.272968,0.169490"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV29d_W43,4,"0.252371,0.311637,0.266557,0.169434"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV29d_W43,4,"0.250618,0.314345,0.266781,0.168257"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV34a_W43,5,"0.322397,0.158356,0.158356,0.151104,0.209787"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV34a_W43,5,"0.259483,0.174209,0.171508,0.172853,0.221948"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,RACESURV34a_W43,5,"0.240304,0.160077,0.150378,0.163873,0.285368"
RACExRELIG,RACExRELIG :: Asian | Protestant,RACESURV34a_W43,5,"0.264256,0.167971,0.160279,0.170616,0.236877"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,RACESURV34a_W43,5,"0.268323,0.156512,0.150516,0.166606,0.258044"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV34a_W43,5,"0.236549,0.169054,0.158811,0.175788,0.259798"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV34a_W43,5,"0.251030,0.175247,0.168533,0.183657,0.221533"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV34a_W43,5,"0.256892,0.169795,0.165862,0.180746,0.226706"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV34a_W43,5,"0.247967,0.166477,0.173109,0.175835,0.236612"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV34a_W43,5,"0.240009,0.175594,0.185464,0.185464,0.213468"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV34a_W43,5,"0.223781,0.161184,0.157450,0.170244,0.287341"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV34a_W43,5,"0.241616,0.169998,0.169998,0.176770,0.241616"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV34a_W43,5,"0.245483,0.160992,0.164810,0.175439,0.253276"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV34a_W43,5,"0.214562,0.155755,0.141817,0.160699,0.327167"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV34a_W43,5,"0.238350,0.174381,0.162541,0.169016,0.255713"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV34a_W43,5,"0.272755,0.153002,0.144859,0.156630,0.272755"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV34a_W43,5,"0.257622,0.170278,0.163754,0.166333,0.242013"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV34a_W43,5,"0.257582,0.163729,0.153809,0.161190,0.263690"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV34a_W43,5,"0.281523,0.151870,0.144915,0.153061,0.268631"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV34a_W43,5,"0.238242,0.149088,0.135746,0.153820,0.323104"
RACExRELIG,RACExRELIG :: White | Other,RACESURV34a_W43,5,"0.248574,0.153142,0.148430,0.159242,0.290612"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV34a_W43,5,"0.257570,0.161183,0.146759,0.153802,0.280684"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV34a_W43,5,"0.260074,0.148186,0.135983,0.151700,0.304057"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV34d_W43,5,"0.306030,0.175738,0.158766,0.158766,0.200699"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV34d_W43,5,"0.260630,0.199832,0.169595,0.166966,0.202978"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,RACESURV34d_W43,5,"0.251073,0.201743,0.154682,0.162105,0.230398"
RACExRELIG,RACExRELIG :: Asian | Protestant,RACESURV34d_W43,5,"0.281072,0.199310,0.161406,0.158903,0.199310"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,RACESURV34d_W43,5,"0.285903,0.199592,0.150660,0.153033,0.210812"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV34d_W43,5,"0.244779,0.214336,0.160530,0.164337,0.216017"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV34d_W43,5,"0.266583,0.209243,0.168132,0.165525,0.190518"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV34d_W43,5,"0.269260,0.214673,0.160783,0.158290,0.196995"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV34d_W43,5,"0.255280,0.203527,0.172731,0.172731,0.195730"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV34d_W43,5,"0.254672,0.214456,0.177790,0.169648,0.183434"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV34d_W43,5,"0.239150,0.217749,0.160558,0.163086,0.219457"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV34d_W43,5,"0.262857,0.214538,0.167082,0.163212,0.192311"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV34d_W43,5,"0.265336,0.216561,0.160935,0.158440,0.198728"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV34d_W43,5,"0.223899,0.197590,0.156306,0.174372,0.247833"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV34d_W43,5,"0.245554,0.200415,0.168766,0.176866,0.208399"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV34d_W43,5,"0.261676,0.189957,0.162479,0.168951,0.216937"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV34d_W43,5,"0.250689,0.204606,0.173647,0.169624,0.201434"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV34d_W43,5,"0.249785,0.207079,0.167698,0.165098,0.210340"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV34d_W43,5,"0.261795,0.197613,0.166407,0.163827,0.210358"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV34d_W43,5,"0.235730,0.200062,0.157030,0.165857,0.241321"
RACExRELIG,RACExRELIG :: White | Other,RACESURV34d_W43,5,"0.238199,0.197474,0.166290,0.174270,0.223767"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV34d_W43,5,"0.253699,0.199131,0.165085,0.165085,0.217000"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV34d_W43,5,"0.257061,0.201769,0.154702,0.159613,0.226855"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV34e_W43,5,"0.277431,0.168270,0.168270,0.168270,0.217758"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV34e_W43,5,"0.235226,0.189010,0.177558,0.178951,0.219255"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,RACESURV34e_W43,5,"0.218127,0.182252,0.164651,0.173906,0.261064"
RACExRELIG,RACExRELIG :: Asian | Protestant,RACESURV34e_W43,5,"0.245103,0.187927,0.173804,0.175167,0.217999"
RACExRELIG,RACExRELIG :: Asian | Roman Catholic,RACESURV34e_W43,5,"0.247468,0.185345,0.162293,0.168758,0.236135"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,RACESURV34e_W43,5,"0.213728,0.194602,0.170399,0.177187,0.244085"
RACExRELIG,RACExRELIG :: Black | Protestant,RACESURV34e_W43,5,"0.234519,0.197485,0.181222,0.179812,0.206962"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,RACESURV34e_W43,5,"0.236077,0.198797,0.172718,0.174072,0.218336"
RACExRELIG,RACExRELIG :: Hispanic | Agnostic,RACESURV34e_W43,5,"0.228162,0.189153,0.183333,0.183333,0.216019"
RACExRELIG,RACExRELIG :: Hispanic | Atheist,RACESURV34e_W43,5,"0.225693,0.199173,0.190052,0.182772,0.202310"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,RACESURV34e_W43,5,"0.208099,0.192460,0.169845,0.176611,0.252984"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,RACESURV34e_W43,5,"0.229470,0.197816,0.180113,0.178711,0.213890"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,RACESURV34e_W43,5,"0.230050,0.198315,0.173651,0.175013,0.222972"
RACExRELIG,RACExRELIG :: Other | Nothing in particular,RACESURV34e_W43,5,"0.201717,0.171195,0.159571,0.180818,0.286698"
RACExRELIG,RACExRELIG :: Other | Protestant,RACESURV34e_W43,5,"0.227979,0.184623,0.174797,0.184623,0.227979"
RACExRELIG,RACExRELIG :: White | Agnostic,RACESURV34e_W43,5,"0.241318,0.176552,0.168467,0.177936,0.235727"
RACExRELIG,RACExRELIG :: White | Atheist,RACESURV34e_W43,5,"0.229466,0.190234,0.181523,0.181523,0.217254"
RACExRELIG,RACExRELIG :: White | Jewish,RACESURV34e_W43,5,"0.226476,0.190712,0.175007,0.177763,0.230042"
RACExRELIG,RACExRELIG :: White | Mormon,RACESURV34e_W43,5,"0.238651,0.184415,0.173242,0.175970,0.227722"
RACExRELIG,RACExRELIG :: White | Nothing in particular,RACESURV34e_W43,5,"0.214554,0.179267,0.161954,0.175114,0.269111"
RACExRELIG,RACExRELIG :: White | Other,RACESURV34e_W43,5,"0.224235,0.183015,0.170589,0.181591,0.240569"
RACExRELIG,RACExRELIG :: White | Protestant,RACESURV34e_W43,5,"0.234206,0.185273,0.171349,0.176788,0.232384"
RACExRELIG,RACExRELIG :: White | Roman Catholic,RACESURV34e_W43,5,"0.235823,0.185100,0.162079,0.169857,0.247141"
RACExRELIG,RACExRELIG :: Asian | Agnostic,RACESURV37_W43,2,"0.640636,0.359364"
RACExRELIG,RACExRELIG :: Asian | Hindu,RACESURV37_W43,2,"0.613237,0.386763"
