ty,gk,qk,n_opt,mouth_pred
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,ADKIDS_W50,3,"0.329804,0.262943,0.407253"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Liberal,RACESURV47c_W43,4,"0.147994,0.167700,0.245915,0.438391"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,RACESURV47c_W43,4,"0.142467,0.171848,0.292323,0.393363"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,RACESURV47c_W43,4,"0.192784,0.163614,0.241805,0.401797"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,RACESURV47c_W43,4,"0.148211,0.156542,0.224235,0.471012"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,RACESURV47c_W43,4,"0.142548,0.154131,0.264242,0.439079"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,RACESURV47c_W43,4,"0.167831,0.158899,0.220609,0.452661"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,RACESURV47c_W43,4,"0.194811,0.150538,0.215636,0.439014"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,RACESURV47c_W43,4,"0.187162,0.156380,0.203958,0.452500"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,RACESURV47e_W43,4,"0.331219,0.274590,0.227643,0.166547"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,RACESURV47e_W43,4,"0.259052,0.307632,0.245265,0.188051"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,RACESURV47e_W43,4,"0.248490,0.350427,0.258388,0.142696"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,RACESURV47e_W43,4,"0.252854,0.275545,0.243167,0.228434"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,RACESURV47e_W43,4,"0.246020,0.310998,0.255820,0.187162"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,RACESURV47e_W43,4,"0.235160,0.339493,0.246446,0.178900"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,RACESURV47e_W43,4,"0.215275,0.377819,0.267914,0.138992"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,RACESURV47e_W43,4,"0.226874,0.302916,0.257082,0.213128"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,RACESURV47e_W43,4,"0.226742,0.302741,0.249028,0.221490"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,RACESURV47e_W43,4,"0.239012,0.311731,0.264563,0.184694"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,RACESURV47e_W43,4,"0.218179,0.340573,0.263175,0.178073"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,RACESURV47e_W43,4,"0.212959,0.385619,0.267110,0.134312"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Refused,RACESURV47e_W43,4,"0.211886,0.330750,0.253595,0.203769"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very conservative,RACESURV47e_W43,4,"0.222000,0.305818,0.263632,0.208550"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,RACESURV47e_W43,4,"0.221137,0.304630,0.256524,0.217709"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Conservative,RACESURV47e_W43,4,"0.248592,0.306970,0.262565,0.181874"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Liberal,RACESURV47e_W43,4,"0.221147,0.329398,0.264679,0.184776"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,RACESURV47e_W43,4,"0.213619,0.371995,0.274292,0.140095"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,RACESURV47e_W43,4,"0.259738,0.298956,0.249787,0.191519"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,RACESURV47e_W43,4,"0.244319,0.316173,0.246236,0.193272"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,RACESURV47e_W43,4,"0.238302,0.357733,0.253671,0.150295"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,RACESURV47e_W43,4,"0.240489,0.304006,0.233090,0.222416"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,RACESURV47e_W43,4,"0.253495,0.282794,0.240004,0.223708"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,RACESURV47e_W43,4,"0.253005,0.284461,0.230364,0.232170"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,RACESURV49_W43,2,"0.613237,0.386763"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,RACESURV49_W43,2,"0.562177,0.437824"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,RACESURV49_W43,2,"0.533154,0.466846"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,RACESURV49_W43,2,"0.511717,0.488283"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,RACESURV49_W43,2,"0.527317,0.472683"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,RACESURV49_W43,2,"0.548674,0.451327"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,RACESURV49_W43,2,"0.517571,0.482429"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,RACESURV49_W43,2,"0.509764,0.490236"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,RACESURV49_W43,2,"0.507812,0.492188"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,RACESURV49_W43,2,"0.523420,0.476580"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,RACESURV49_W43,2,"0.537041,0.462959"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,RACESURV49_W43,2,"0.519521,0.480479"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Refused,RACESURV49_W43,2,"0.503906,0.496094"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very conservative,RACESURV49_W43,2,"0.509764,0.490236"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,RACESURV49_W43,2,"0.507812,0.492188"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Conservative,RACESURV49_W43,2,"0.521471,0.478529"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Liberal,RACESURV49_W43,2,"0.533154,0.466846"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,RACESURV49_W43,2,"0.507812,0.492188"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,RACESURV49_W43,2,"0.505859,0.494141"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,RACESURV49_W43,2,"0.523420,0.476580"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,RACESURV49_W43,2,"0.500000,0.500000"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,RACESURV49_W43,2,"0.486332,0.513668"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,RACESURV49_W43,2,"0.498047,0.501953"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,RACESURV49_W43,2,"0.500000,0.500000"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,RACESURV4_W43,3,"0.769021,0.102462,0.128516"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,RACESURV4_W43,3,"0.791456,0.090905,0.117639"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,RACESURV4_W43,3,"0.740464,0.086387,0.173149"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,RACESURV4_W43,3,"0.683943,0.130533,0.185524"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,RACESURV4_W43,3,"0.706617,0.130711,0.162672"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,RACESURV4_W43,3,"0.749596,0.114954,0.135449"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,RACESURV4_W43,3,"0.695008,0.107419,0.197573"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,RACESURV4_W43,3,"0.683077,0.134506,0.182417"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,RACESURV4_W43,3,"0.661645,0.148791,0.189564"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,RACESURV4_W43,3,"0.690943,0.128814,0.180243"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,RACESURV4_W43,3,"0.751983,0.103373,0.144644"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,RACESURV4_W43,3,"0.724651,0.092129,0.183220"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Refused,RACESURV4_W43,3,"0.628955,0.136021,0.235023"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very conservative,RACESURV4_W43,3,"0.663409,0.135837,0.200754"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,RACESURV4_W43,3,"0.645231,0.148541,0.206228"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Conservative,RACESURV4_W43,3,"0.653835,0.152892,0.193273"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Liberal,RACESURV4_W43,3,"0.704994,0.131434,0.163572"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,RACESURV4_W43,3,"0.641625,0.131376,0.226998"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,RACESURV4_W43,3,"0.659948,0.144971,0.195080"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,RACESURV4_W43,3,"0.706057,0.132664,0.161279"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,RACESURV4_W43,3,"0.661776,0.123376,0.214847"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,RACESURV4_W43,3,"0.580646,0.167663,0.251691"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,RACESURV4_W43,3,"0.616413,0.167206,0.216381"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,RACESURV4_W43,3,"0.595898,0.183164,0.220938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,RACESURV51_W43,3,"0.700642,0.118007,0.181351"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,RACESURV51_W43,3,"0.686747,0.108659,0.204594"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,RACESURV51_W43,3,"0.597720,0.124314,0.277966"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,RACESURV51_W43,3,"0.658540,0.127664,0.213797"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,RACESURV51_W43,3,"0.560283,0.189143,0.250574"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,RACESURV51_W43,3,"0.623915,0.144760,0.231326"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,RACESURV51_W43,3,"0.534749,0.160561,0.304691"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,RACESURV51_W43,3,"0.599540,0.160108,0.240351"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,RACESURV51_W43,3,"0.605899,0.156828,0.237273"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,RACESURV51_W43,3,"0.556361,0.184907,0.258732"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,RACESURV51_W43,3,"0.611722,0.143044,0.245234"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,RACESURV51_W43,3,"0.577182,0.137093,0.285726"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Refused,RACESURV51_W43,3,"0.566376,0.146598,0.287025"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very conservative,RACESURV51_W43,3,"0.594271,0.163739,0.241990"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,RACESURV51_W43,3,"0.596910,0.161916,0.241174"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Conservative,RACESURV51_W43,3,"0.539277,0.199945,0.260778"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Liberal,RACESURV51_W43,3,"0.585554,0.162602,0.251844"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,RACESURV51_W43,3,"0.511852,0.182507,0.305641"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,RACESURV51_W43,3,"0.527594,0.198694,0.273712"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,RACESURV51_W43,3,"0.571804,0.166405,0.261791"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,RACESURV51_W43,3,"0.509213,0.174610,0.316177"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,RACESURV51_W43,3,"0.515184,0.169890,0.314926"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,RACESURV51_W43,3,"0.552501,0.186516,0.260983"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,RACESURV51_W43,3,"0.566875,0.175610,0.257515"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,RACESURV53a_W43,2,"0.718594,0.281406"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,RACESURV53a_W43,2,"0.672332,0.327668"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,RACESURV53a_W43,2,"0.653127,0.346873"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,RACESURV53a_W43,2,"0.705785,0.294215"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,RACESURV53a_W43,2,"0.611382,0.388618"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,RACESURV53a_W43,2,"0.615088,0.384912"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,RACESURV53a_W43,2,"0.602062,0.397938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,RACESURV53a_W43,2,"0.651355,0.348645"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,RACESURV53a_W43,2,"0.651355,0.348645"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,RACESURV53a_W43,2,"0.620622,0.379378"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,RACESURV53a_W43,2,"0.626124,0.373876"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,RACESURV53a_W43,2,"0.626124,0.373876"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Refused,RACESURV53a_W43,2,"0.613237,0.386763"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very conservative,RACESURV53a_W43,2,"0.653127,0.346873"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,RACESURV53a_W43,2,"0.649579,0.350421"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Conservative,RACESURV53a_W43,2,"0.611382,0.388618"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Liberal,RACESURV53a_W43,2,"0.603932,0.396068"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,RACESURV53a_W43,2,"0.590779,0.409221"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,RACESURV53a_W43,2,"0.602062,0.397938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,RACESURV53a_W43,2,"0.603932,0.396068"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,RACESURV53a_W43,2,"0.594551,0.405449"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,RACESURV53a_W43,2,"0.603932,0.396068"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,RACESURV53a_W43,2,"0.635222,0.364778"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,RACESURV53a_W43,2,"0.633410,0.366590"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,RACESURV53b_W43,2,"0.747616,0.252384"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,RACESURV53b_W43,2,"0.690976,0.309024"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,RACESURV53b_W43,2,"0.672332,0.327668"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,RACESURV53b_W43,2,"0.717012,0.282988"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,RACESURV53b_W43,2,"0.620622,0.379378"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,RACESURV53b_W43,2,"0.620622,0.379378"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,RACESURV53b_W43,2,"0.605799,0.394201"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,RACESURV53b_W43,2,"0.654895,0.345105"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,RACESURV53b_W43,2,"0.653127,0.346873"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,RACESURV53b_W43,2,"0.629775,0.370225"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,RACESURV53b_W43,2,"0.631594,0.368406"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,RACESURV53b_W43,2,"0.638835,0.361165"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Refused,RACESURV53b_W43,2,"0.620622,0.379378"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very conservative,RACESURV53b_W43,2,"0.658418,0.341583"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,RACESURV53b_W43,2,"0.651355,0.348645"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Conservative,RACESURV53b_W43,2,"0.618780,0.381220"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Liberal,RACESURV53b_W43,2,"0.609524,0.390476"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,RACESURV53b_W43,2,"0.596433,0.403567"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,RACESURV53b_W43,2,"0.609524,0.390476"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,RACESURV53b_W43,2,"0.596433,0.403567"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,RACESURV53b_W43,2,"0.598312,0.401688"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,RACESURV53b_W43,2,"0.605799,0.394201"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,RACESURV53b_W43,2,"0.638835,0.361165"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,RACESURV53b_W43,2,"0.631594,0.368406"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,RACESURV53d_W43,2,"0.675765,0.324235"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,RACESURV53d_W43,2,"0.618780,0.381220"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,RACESURV53d_W43,2,"0.602062,0.397938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,RACESURV53d_W43,2,"0.640636,0.359364"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,RACESURV53d_W43,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,RACESURV53d_W43,2,"0.571767,0.428233"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,RACESURV53d_W43,2,"0.554470,0.445530"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,RACESURV53d_W43,2,"0.603932,0.396068"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,RACESURV53d_W43,2,"0.596433,0.403567"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,RACESURV53d_W43,2,"0.588889,0.411111"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,RACESURV53d_W43,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,RACESURV53d_W43,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Refused,RACESURV53d_W43,2,"0.564098,0.435902"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very conservative,RACESURV53d_W43,2,"0.611382,0.388618"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,RACESURV53d_W43,2,"0.602062,0.397938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Conservative,RACESURV53d_W43,2,"0.583203,0.416797"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Liberal,RACESURV53d_W43,2,"0.569853,0.430147"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,RACESURV53d_W43,2,"0.556400,0.443600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,RACESURV53d_W43,2,"0.567937,0.432063"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,RACESURV53d_W43,2,"0.558327,0.441673"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,RACESURV53d_W43,2,"0.548674,0.451327"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,RACESURV53d_W43,2,"0.556400,0.443600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,RACESURV53d_W43,2,"0.592667,0.407333"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,RACESURV53d_W43,2,"0.585101,0.414899"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,RACESURV53f_W43,2,"0.665411,0.334589"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,RACESURV53f_W43,2,"0.600188,0.399812"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,RACESURV53f_W43,2,"0.581303,0.418697"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,RACESURV53f_W43,2,"0.638835,0.361165"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,RACESURV53f_W43,2,"0.548674,0.451327"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,RACESURV53f_W43,2,"0.544801,0.455199"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,RACESURV53f_W43,2,"0.523420,0.476580"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,RACESURV53f_W43,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,RACESURV53f_W43,2,"0.579400,0.420600"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,RACESURV53f_W43,2,"0.558327,0.441673"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,RACESURV53f_W43,2,"0.550607,0.449393"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,RACESURV53f_W43,2,"0.550607,0.449393"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Refused,RACESURV53f_W43,2,"0.542863,0.457137"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very conservative,RACESURV53f_W43,2,"0.588889,0.411111"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Very liberal,RACESURV53f_W43,2,"0.585101,0.414899"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Conservative,RACESURV53f_W43,2,"0.562177,0.437824"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Liberal,RACESURV53f_W43,2,"0.548674,0.451327"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Other | Moderate,RACESURV53f_W43,2,"0.538983,0.461017"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,RACESURV53f_W43,2,"0.550607,0.449393"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,RACESURV53f_W43,2,"0.540924,0.459076"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,RACESURV53f_W43,2,"0.531209,0.468791"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,RACESURV53f_W43,2,"0.550607,0.449393"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,RACESURV53f_W43,2,"0.585101,0.414899"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,RACESURV53f_W43,2,"0.585101,0.414899"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,RACESURV5c_W43,5,"0.284108,0.182006,0.183434,0.167018,0.183434"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,RACESURV5c_W43,5,"0.242012,0.200635,0.191447,0.172958,0.192949"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,RACESURV5c_W43,5,"0.217924,0.204720,0.192317,0.161947,0.223092"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Very liberal,RACESURV5c_W43,5,"0.248370,0.186020,0.174750,0.181711,0.209148"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,RACESURV5c_W43,5,"0.238482,0.197708,0.191625,0.174477,0.197708"
