ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,ADMISSIONe_W43,3,"0.451430,0.330273,0.218297"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,LOCALPROBB_W32,3,"0.337672,0.327283,0.335045"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,LOCALPROBB_W32,3,"0.325431,0.325431,0.349137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,LOCALPROBB_W32,3,"0.359294,0.297865,0.342841"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,LOCALPROBB_W32,3,"0.356243,0.316849,0.326907"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,LOCALPROBB_W32,3,"0.335011,0.324703,0.340286"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,LOCALPROBB_W32,3,"0.323572,0.321054,0.355374"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,LOCALPROBB_W32,3,"0.370531,0.284096,0.345373"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,LOCALPROBH_W32,3,"0.469993,0.291826,0.238181"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,LOCALPROBH_W32,3,"0.392497,0.320347,0.287157"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,LOCALPROBH_W32,3,"0.363406,0.325755,0.310838"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,LOCALPROBH_W32,3,"0.370955,0.351213,0.277832"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,LOCALPROBH_W32,3,"0.364898,0.350919,0.284183"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,LOCALPROBH_W32,3,"0.330247,0.357082,0.312671"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,LOCALPROBH_W32,3,"0.365081,0.348363,0.286556"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,LOCALPROBH_W32,3,"0.343273,0.351414,0.305313"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,LOCALPROBH_W32,3,"0.377985,0.318295,0.303720"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,LOCALPROBH_W32,3,"0.343802,0.357498,0.298700"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,LOCALPROBH_W32,3,"0.317710,0.374354,0.307935"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,LOCALPROBH_W32,3,"0.299150,0.372298,0.328552"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,LOCALPROBH_W32,3,"0.331539,0.342063,0.326399"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,LOCALPROBH_W32,3,"0.345154,0.347861,0.306986"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,LOCALPROBH_W32,3,"0.331052,0.357953,0.310995"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,LOCALPROBH_W32,3,"0.362455,0.348570,0.288975"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,LOCALPROBH_W32,3,"0.349524,0.346804,0.303672"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,LOCALPROBH_W32,3,"0.330652,0.343823,0.325525"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,LOCALPROBH_W32,3,"0.372526,0.318639,0.308835"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,LOCALPROBH_W32,3,"0.378855,0.339604,0.281541"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,LOCALPROBH_W32,3,"0.352250,0.344091,0.303659"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,LOCALPROBH_W32,3,"0.329809,0.342948,0.327243"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,LOCALPROBH_W32,3,"0.390991,0.304504,0.304504"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,LWPSP_W50,2,"0.600188,0.399812"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,LWPSP_W50,2,"0.569853,0.430147"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,LWPSP_W50,2,"0.538983,0.461017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,LWPSP_W50,2,"0.554470,0.445530"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,LWPSP_W50,2,"0.542863,0.457137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,LWPSP_W50,2,"0.550607,0.449393"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,LWPSP_W50,2,"0.527317,0.472683"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,LWPSP_W50,2,"0.537041,0.462959"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,LWPSP_W50,2,"0.537041,0.462959"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,LWPSP_W50,2,"0.542863,0.457137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Republican,LWPSP_W50,2,"0.533154,0.466846"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,LWPSP_W50,2,"0.531209,0.468791"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,LWPSP_W50,2,"0.546738,0.453262"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,LWPSP_W50,2,"0.564098,0.435902"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,LWPSP_W50,2,"0.535098,0.464902"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,LWPSP_W50,2,"0.535098,0.464902"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,LWPSP_W50,2,"0.503906,0.496094"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,LWPSP_W50,2,"0.527317,0.472683"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,LWPSP_W50,2,"0.531209,0.468791"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,LWPSP_W50,2,"0.542863,0.457137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,LWPSP_W50,2,"0.511717,0.488283"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,LWPSP_W50,2,"0.523420,0.476580"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,LWPSP_W50,2,"0.535098,0.464902"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,LWPSP_W50,2,"0.503906,0.496094"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,LWPSP_W50,2,"0.496094,0.503906"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,LWPSP_W50,2,"0.527317,0.472683"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,LWPSP_W50,2,"0.538983,0.461017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,LWPSP_W50,2,"0.538983,0.461017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,LWPSP_W50,2,"0.507812,0.492188"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,LWPSP_W50,2,"0.538983,0.461017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,MADEUPDIS_W45,4,"0.325051,0.251180,0.255135,0.168634"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,MADEUPDIS_W45,4,"0.267169,0.275650,0.277812,0.179369"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,MADEUPDIS_W45,4,"0.249873,0.270177,0.289857,0.190093"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,MADEUPDIS_W45,4,"0.264250,0.292498,0.272638,0.170613"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,MADEUPDIS_W45,4,"0.253225,0.317616,0.280295,0.148864"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,MADEUPDIS_W45,4,"0.233174,0.304117,0.294760,0.167949"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,MADEUPDIS_W45,4,"0.253330,0.273915,0.273915,0.198841"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,MADEUPDIS_W45,4,"0.282945,0.267887,0.272106,0.177062"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,MADEUPDIS_W45,4,"0.250549,0.295218,0.275174,0.179059"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,MADEUPDIS_W45,4,"0.226865,0.319931,0.293585,0.159619"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,MADEUPDIS_W45,4,"0.216140,0.312034,0.304806,0.167020"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,MADEUPDIS_W45,4,"0.245480,0.278165,0.276000,0.200355"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,MADEUPDIS_W45,4,"0.256933,0.286630,0.271375,0.185062"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,MADEUPDIS_W45,4,"0.238598,0.303982,0.285564,0.171856"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,MADEUPDIS_W45,4,"0.256505,0.286152,0.266723,0.190619"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,MADEUPDIS_W45,4,"0.249879,0.292138,0.276591,0.181393"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,MADEUPDIS_W45,4,"0.237896,0.284725,0.284725,0.192654"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,MADEUPDIS_W45,4,"0.261159,0.259126,0.263207,0.216508"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,MADEUPDIS_W45,4,"0.277047,0.285842,0.258236,0.178875"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,MADEUPDIS_W45,4,"0.258503,0.292922,0.270909,0.177666"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,MADEUPDIS_W45,4,"0.247774,0.282966,0.280764,0.188496"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,MADEUPDIS_W45,4,"0.287767,0.251977,0.248070,0.212186"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,MADEUPRESc_W45,2,"0.793106,0.206894"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,MADEUPRESc_W45,2,"0.791821,0.208179"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,MADEUPRESc_W45,2,"0.746139,0.253861"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,MADEUPRESc_W45,2,"0.753467,0.246533"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,MADEUPRESc_W45,2,"0.781331,0.218669"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,MADEUPRESc_W45,2,"0.735642,0.264358"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,MADEUPRESc_W45,2,"0.756358,0.243642"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,MADEUPRESc_W45,2,"0.752013,0.247987"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,MADEUPRESc_W45,2,"0.712232,0.287768"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,MADEUPRESc_W45,2,"0.749087,0.250913"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,MADEUPRESc_W45,2,"0.705785,0.294215"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,MADEUPRESc_W45,2,"0.699254,0.300746"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,MADEUPRESc_W45,2,"0.702530,0.297470"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,MADEUPRESc_W45,2,"0.738669,0.261331"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,MADEUPRESc_W45,2,"0.720172,0.279829"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,MADEUPRESc_W45,2,"0.721743,0.278257"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,MADEUPRESc_W45,2,"0.679179,0.320821"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,MADEUPRESc_W45,2,"0.723310,0.276691"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,MADEUPRESc_W45,2,"0.773216,0.226784"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,MADEUPRESc_W45,2,"0.731059,0.268941"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,MADEUPRESc_W45,2,"0.685949,0.314051"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,MADEUPRESc_W45,2,"0.767690,0.232310"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,MADEUPSMCLICK_W45,5,"0.190236,0.148156,0.227683,0.262061,0.171864"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,MADEUPSMCLICK_W45,5,"0.139858,0.151223,0.247384,0.284737,0.176797"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,MADEUPSMCLICK_W45,5,"0.145895,0.151707,0.258061,0.264181,0.180156"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,MADEUPSMCLICK_W45,5,"0.149711,0.168325,0.248768,0.277521,0.155675"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,MADEUPSMCLICK_W45,5,"0.142553,0.187383,0.256122,0.262195,0.151747"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,MADEUPSMCLICK_W45,5,"0.139478,0.181913,0.266758,0.252562,0.159289"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,MADEUPSMCLICK_W45,5,"0.143820,0.155507,0.233443,0.295100,0.172130"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,MADEUPSMCLICK_W45,5,"0.172589,0.155921,0.203359,0.234065,0.234065"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,MADEUPSMCLICK_W45,5,"0.147818,0.174172,0.247548,0.271878,0.158585"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,MADEUPSMCLICK_W45,5,"0.123013,0.173476,0.270793,0.277214,0.155503"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,MADEUPSMCLICK_W45,5,"0.123901,0.178871,0.281404,0.254227,0.161597"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,MADEUPSMCLICK_W45,5,"0.151771,0.174688,0.231424,0.256163,0.185954"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,MADEUPSMCLICK_W45,5,"0.156520,0.173252,0.231322,0.268339,0.170566"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,MADEUPSMCLICK_W45,5,"0.137410,0.175065,0.246881,0.266942,0.173702"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,MADEUPSMCLICK_W45,5,"0.147777,0.168767,0.225334,0.282632,0.175490"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,MADEUPSMCLICK_W45,5,"0.141537,0.169398,0.235186,0.274960,0.178920"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,MADEUPSMCLICK_W45,5,"0.144457,0.172892,0.241920,0.259542,0.181189"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,MADEUPSMCLICK_W45,5,"0.161357,0.163898,0.210449,0.261908,0.202387"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,MADEUPSMCLICK_W45,5,"0.139014,0.145686,0.232805,0.310835,0.171660"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,MADEUPSMCLICK_W45,5,"0.132916,0.155394,0.238806,0.299530,0.173355"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,MADEUPSMCLICK_W45,5,"0.139683,0.160774,0.254916,0.273485,0.171143"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,MADEUPSMCLICK_W45,5,"0.157838,0.139291,0.209101,0.281376,0.212394"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,MADEUPTOPICb_W45,4,"0.449670,0.268510,0.197987,0.083833"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,MADEUPTOPICb_W45,4,"0.443283,0.281768,0.196706,0.078244"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,MADEUPTOPICb_W45,4,"0.406997,0.290868,0.216155,0.085980"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,MADEUPTOPICb_W45,4,"0.414955,0.310787,0.203819,0.070438"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,MADEUPTOPICb_W45,4,"0.425051,0.320845,0.196129,0.057976"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,MADEUPTOPICb_W45,4,"0.391172,0.324293,0.216026,0.068509"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,MADEUPTOPICb_W45,4,"0.399386,0.299126,0.208824,0.092665"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,MADEUPTOPICb_W45,4,"0.455936,0.301355,0.178547,0.064162"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,MADEUPTOPICb_W45,4,"0.399519,0.321022,0.207268,0.072192"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,MADEUPTOPICb_W45,4,"0.407343,0.337699,0.198523,0.056435"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,MADEUPTOPICb_W45,4,"0.375788,0.347547,0.215797,0.060868"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,MADEUPTOPICb_W45,4,"0.408799,0.323387,0.191600,0.076213"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,MADEUPTOPICb_W45,4,"0.404719,0.310309,0.208331,0.076641"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,MADEUPTOPICb_W45,4,"0.414765,0.323019,0.200567,0.061649"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,MADEUPTOPICb_W45,4,"0.400337,0.309357,0.207692,0.082614"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,MADEUPTOPICb_W45,4,"0.385124,0.311883,0.217729,0.085264"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,MADEUPTOPICb_W45,4,"0.357938,0.310982,0.234742,0.096338"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,MADEUPTOPICb_W45,4,"0.408620,0.301297,0.194532,0.095551"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,MADEUPTOPICb_W45,4,"0.422638,0.297363,0.201206,0.078793"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,MADEUPTOPICb_W45,4,"0.393769,0.304281,0.214088,0.087862"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,MADEUPTOPICb_W45,4,"0.365010,0.302604,0.235668,0.096718"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,MADEUPTOPICb_W45,4,"0.428541,0.283248,0.187216,0.100995"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,MAN1D_W29,4,"0.349673,0.224009,0.251860,0.174458"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,MAN1D_W29,4,"0.302767,0.249049,0.275672,0.172511"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,MAN1D_W29,4,"0.289738,0.249769,0.287483,0.173010"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,MAN1D_W29,4,"0.291814,0.272001,0.276284,0.159901"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,MAN1D_W29,4,"0.285796,0.285796,0.283572,0.144835"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,MAN1D_W29,4,"0.270062,0.283022,0.296605,0.150312"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,MAN1D_W29,4,"0.286633,0.256937,0.275653,0.180777"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,MAN1D_W29,4,"0.283656,0.272790,0.288123,0.155431"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,MAN1D_W29,4,"0.324557,0.260789,0.264896,0.149758"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,MAN1D_W29,4,"0.280089,0.267263,0.280089,0.172558"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,MAN1D_W29,4,"0.264485,0.281542,0.299700,0.154273"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,MAN1D_W29,4,"0.255753,0.285313,0.310916,0.148018"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,MAN1D_W29,4,"0.295911,0.271543,0.265253,0.167293"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,MAN1D_W29,4,"0.283724,0.268624,0.272855,0.174797"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,MAN1D_W29,4,"0.272643,0.279109,0.287969,0.160279"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,MAN1D_W29,4,"0.288227,0.270764,0.272888,0.168121"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,MAN1D_W29,4,"0.279774,0.277597,0.281968,0.160661"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,MAN1D_W29,4,"0.271472,0.273601,0.288980,0.165947"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,MAN1D_W29,4,"0.315824,0.265951,0.251797,0.166428"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,MAN1D_W29,4,"0.308309,0.261659,0.263711,0.166320"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,MAN1D_W29,4,"0.285920,0.268597,0.270704,0.174779"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,MAN1D_W29,4,"0.281872,0.264794,0.279678,0.173656"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,MAN1D_W29,4,"0.345016,0.248506,0.231633,0.174846"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,MARGUN_W26,2,"0.631594,0.368406"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,MARGUN_W26,2,"0.590779,0.409221"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,MARGUN_W26,2,"0.571767,0.428233"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,MARGUN_W26,2,"0.577495,0.422505"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,MARGUN_W26,2,"0.577495,0.422505"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,MARGUN_W26,2,"0.554470,0.445530"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,MARGUN_W26,2,"0.583203,0.416797"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,MARGUN_W26,2,"0.602062,0.397938"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,MARGUN_W26,2,"0.564098,0.435902"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,MARGUN_W26,2,"0.542863,0.457137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,MARGUN_W26,2,"0.527317,0.472683"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,MARGUN_W26,2,"0.550607,0.449393"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,MARGUN_W26,2,"0.558327,0.441673"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,MARGUN_W26,2,"0.548674,0.451327"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,MARGUN_W26,2,"0.558327,0.441673"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,MARGUN_W26,2,"0.552540,0.447460"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,MARGUN_W26,2,"0.540924,0.459076"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,MARGUN_W26,2,"0.575588,0.424412"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,MARGUN_W26,2,"0.592667,0.407333"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,MARGUN_W26,2,"0.566019,0.433981"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,MARGUN_W26,2,"0.550607,0.449393"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,MARGUN_W26,2,"0.607663,0.392337"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,MASC2_W29,4,"0.366621,0.208894,0.217216,0.207269"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,MASC2_W29,4,"0.276831,0.242401,0.260059,0.220709"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,MASC2_W29,4,"0.263683,0.230888,0.276337,0.229092"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,MASC2_W29,4,"0.266789,0.266789,0.248675,0.217747"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,MASC2_W29,4,"0.246432,0.270652,0.260284,0.222632"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,MASC2_W29,4,"0.232252,0.261128,0.277969,0.228651"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,MASC2_W29,4,"0.266252,0.256052,0.248174,0.229523"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,MASC2_W29,4,"0.234805,0.255876,0.274515,0.234805"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,MASC2_W29,4,"0.278174,0.206722,0.245488,0.269616"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,MASC2_W29,4,"0.247870,0.278688,0.259765,0.213677"
