ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,ADMISSIONe_W43,3,"0.451430,0.330273,0.218297"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV22_W43,4,"0.210330,0.240205,0.259723,0.289742"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV22_W43,4,"0.197675,0.246011,0.261877,0.294437"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV22_W43,4,"0.190164,0.240389,0.270277,0.299170"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV22_W43,4,"0.228986,0.232592,0.225436,0.312987"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV28f_W43,3,"0.610923,0.198338,0.190739"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV28f_W43,3,"0.481885,0.218906,0.299209"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV28f_W43,3,"0.444458,0.237901,0.317640"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV28f_W43,3,"0.526865,0.233795,0.239339"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV28f_W43,3,"0.572177,0.207229,0.220594"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV28f_W43,3,"0.471735,0.235357,0.292907"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV28f_W43,3,"0.426077,0.244676,0.329247"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV28f_W43,3,"0.468411,0.243009,0.288580"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV28f_W43,3,"0.504325,0.240095,0.255580"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV28f_W43,3,"0.551881,0.214438,0.233681"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV28f_W43,3,"0.466597,0.227401,0.306002"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV28f_W43,3,"0.430438,0.247180,0.322383"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV28f_W43,3,"0.467013,0.251934,0.281053"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV28f_W43,3,"0.491705,0.249184,0.259111"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV28f_W43,3,"0.571294,0.210167,0.218539"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV28f_W43,3,"0.469335,0.232338,0.298327"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV28f_W43,3,"0.430066,0.252823,0.317111"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV28f_W43,3,"0.494682,0.252659,0.252659"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV29a_W43,4,"0.383043,0.293689,0.208257,0.115010"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV29a_W43,4,"0.320464,0.313040,0.240016,0.126480"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV29a_W43,4,"0.280689,0.315587,0.263683,0.140041"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV29a_W43,4,"0.370988,0.298098,0.195497,0.135417"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV29a_W43,4,"0.314949,0.319909,0.235886,0.129255"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV29a_W43,4,"0.308492,0.338812,0.234688,0.118009"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV29a_W43,4,"0.266706,0.329337,0.268797,0.135160"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV29a_W43,4,"0.284906,0.315362,0.239915,0.159818"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV29a_W43,4,"0.346751,0.315720,0.203844,0.133684"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV29a_W43,4,"0.293355,0.319680,0.245107,0.141857"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV29a_W43,4,"0.284556,0.330091,0.255074,0.130279"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV29a_W43,4,"0.266923,0.324496,0.269017,0.139564"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV29a_W43,4,"0.275562,0.314701,0.241290,0.168447"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV29a_W43,4,"0.336241,0.310972,0.210414,0.142373"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV29a_W43,4,"0.301355,0.289811,0.227475,0.181359"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV29a_W43,4,"0.287596,0.301398,0.236570,0.174436"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV29a_W43,4,"0.264397,0.290384,0.256263,0.188956"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV29a_W43,4,"0.346223,0.269639,0.185320,0.198819"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV29d_W43,4,"0.284948,0.333138,0.257429,0.124485"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV29d_W43,4,"0.238651,0.341851,0.285627,0.133871"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV29d_W43,4,"0.223053,0.342783,0.297815,0.136350"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV29d_W43,4,"0.273968,0.340958,0.249450,0.135624"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV29d_W43,4,"0.236880,0.350086,0.279113,0.133920"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV29d_W43,4,"0.230094,0.364828,0.281917,0.123161"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV29d_W43,4,"0.214340,0.353387,0.302268,0.130004"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV29d_W43,4,"0.230979,0.338709,0.276446,0.153865"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV29d_W43,4,"0.259194,0.354277,0.255176,0.131353"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV29d_W43,4,"0.226868,0.343240,0.284556,0.145337"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV29d_W43,4,"0.214550,0.350980,0.300209,0.134262"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV29d_W43,4,"0.215888,0.347693,0.304450,0.131969"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV29d_W43,4,"0.227209,0.335792,0.278382,0.158617"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV29d_W43,4,"0.255143,0.346025,0.261193,0.137639"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV29d_W43,4,"0.237101,0.311664,0.266580,0.184655"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV29d_W43,4,"0.226789,0.317335,0.277868,0.178009"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV29d_W43,4,"0.222788,0.309311,0.286066,0.181835"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV29d_W43,4,"0.273695,0.302953,0.232282,0.191070"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV34d_W43,5,"0.297681,0.199853,0.173636,0.166984,0.161846"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV34d_W43,5,"0.282193,0.200105,0.175218,0.165893,0.176592"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV34d_W43,5,"0.252650,0.209454,0.176378,0.172292,0.189226"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV34d_W43,5,"0.285287,0.208720,0.163826,0.166406,0.175760"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV34d_W43,5,"0.264237,0.210668,0.184467,0.181607,0.159021"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV34d_W43,5,"0.272049,0.216896,0.178414,0.163722,0.168919"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV34d_W43,5,"0.246318,0.215683,0.184483,0.173306,0.180210"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV34d_W43,5,"0.262817,0.212836,0.182048,0.164467,0.177831"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV34d_W43,5,"0.276300,0.216870,0.174260,0.167584,0.164986"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV34d_W43,5,"0.252275,0.210783,0.178890,0.186016,0.172036"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV34d_W43,5,"0.265676,0.210167,0.176979,0.170199,0.176979"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV34d_W43,5,"0.245946,0.215357,0.181349,0.171698,0.185650"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV34d_W43,5,"0.257916,0.213820,0.174515,0.166523,0.187227"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV34d_W43,5,"0.272487,0.217245,0.169191,0.167874,0.173203"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV34d_W43,5,"0.251804,0.200756,0.174419,0.193065,0.179956"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV34d_W43,5,"0.258768,0.203109,0.171035,0.179243,0.187845"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV34d_W43,5,"0.241603,0.203450,0.175385,0.182371,0.197191"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV34d_W43,5,"0.271015,0.201401,0.159322,0.180535,0.187727"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV37_W43,2,"0.660172,0.339828"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV37_W43,2,"0.649579,0.350421"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV37_W43,2,"0.602062,0.397938"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV37_W43,2,"0.644225,0.355775"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV37_W43,2,"0.600188,0.399812"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV37_W43,2,"0.615088,0.384912"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV37_W43,2,"0.573678,0.426322"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV37_W43,2,"0.566019,0.433981"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV37_W43,2,"0.603932,0.396068"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV37_W43,2,"0.588889,0.411111"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV37_W43,2,"0.602062,0.397938"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV37_W43,2,"0.581303,0.418697"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV37_W43,2,"0.566019,0.433981"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV37_W43,2,"0.605799,0.394201"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV37_W43,2,"0.607663,0.392337"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV37_W43,2,"0.609524,0.390476"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV37_W43,2,"0.583203,0.416797"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV37_W43,2,"0.615088,0.384912"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV3_W43,3,"0.216408,0.544050,0.239542"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV3_W43,3,"0.198716,0.535963,0.265321"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV3_W43,3,"0.181047,0.515756,0.303197"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV3_W43,3,"0.168310,0.630250,0.201440"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV3_W43,3,"0.184549,0.591096,0.224355"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV3_W43,3,"0.189324,0.547826,0.262850"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV3_W43,3,"0.185427,0.504042,0.310531"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV3_W43,3,"0.179764,0.603400,0.216836"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV3_W43,3,"0.170508,0.628584,0.200908"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV3_W43,3,"0.171314,0.612125,0.216561"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV3_W43,3,"0.189513,0.561378,0.249110"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV3_W43,3,"0.176512,0.547958,0.275531"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV3_W43,3,"0.173028,0.623096,0.203876"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV3_W43,3,"0.163426,0.636341,0.200233"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV3_W43,3,"0.173544,0.610478,0.215979"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV3_W43,3,"0.190423,0.555329,0.254248"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV3_W43,3,"0.189524,0.519220,0.291256"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV3_W43,3,"0.165075,0.627874,0.207051"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV47f_W43,4,"0.188864,0.176041,0.321269,0.313827"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV47f_W43,4,"0.140747,0.159487,0.382589,0.317177"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV47f_W43,4,"0.141320,0.146950,0.393259,0.318471"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV47f_W43,4,"0.155258,0.130740,0.344455,0.369546"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV47f_W43,4,"0.152393,0.164776,0.362726,0.320105"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV47f_W43,4,"0.133851,0.187291,0.372472,0.306387"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV47f_W43,4,"0.135617,0.174136,0.389367,0.300880"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV47f_W43,4,"0.145263,0.176595,0.340396,0.337747"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV47f_W43,4,"0.151446,0.155037,0.338633,0.354884"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV47f_W43,4,"0.144644,0.155180,0.366486,0.333690"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV47f_W43,4,"0.123797,0.151680,0.405916,0.318607"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV47f_W43,4,"0.131130,0.148589,0.400764,0.319517"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV47f_W43,4,"0.143891,0.163050,0.347883,0.345176"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV47f_W43,4,"0.147417,0.139571,0.348152,0.364860"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV47f_W43,4,"0.145362,0.137626,0.348705,0.368306"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV47f_W43,4,"0.124136,0.137407,0.376439,0.362018"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV47f_W43,4,"0.134112,0.136224,0.379076,0.350588"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV47f_W43,4,"0.152752,0.130656,0.310988,0.405604"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV4_W43,3,"0.769956,0.094139,0.135905"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV4_W43,3,"0.747802,0.087928,0.164270"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV4_W43,3,"0.630457,0.114815,0.254728"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV4_W43,3,"0.777850,0.085919,0.136230"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV4_W43,3,"0.735672,0.102723,0.161606"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV4_W43,3,"0.730175,0.095033,0.174792"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV4_W43,3,"0.591920,0.124073,0.284006"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV4_W43,3,"0.656160,0.122329,0.221510"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV4_W43,3,"0.749908,0.095340,0.154752"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV4_W43,3,"0.725851,0.107049,0.167100"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV4_W43,3,"0.725608,0.095179,0.179213"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV4_W43,3,"0.630649,0.118496,0.250855"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV4_W43,3,"0.661597,0.125285,0.213118"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV4_W43,3,"0.741364,0.099552,0.159084"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV4_W43,3,"0.720077,0.106197,0.173727"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV4_W43,3,"0.703384,0.099761,0.196855"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV4_W43,3,"0.587821,0.130140,0.282039"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV4_W43,3,"0.719878,0.103708,0.176414"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV51_W43,3,"0.702028,0.087185,0.210787"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV51_W43,3,"0.616873,0.100702,0.282425"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV51_W43,3,"0.602550,0.110593,0.286857"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV51_W43,3,"0.654246,0.093520,0.252234"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV51_W43,3,"0.655175,0.111215,0.233610"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV51_W43,3,"0.580089,0.114226,0.305685"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV51_W43,3,"0.557485,0.127342,0.315173"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV51_W43,3,"0.546365,0.134943,0.318692"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV51_W43,3,"0.593728,0.116912,0.289360"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV51_W43,3,"0.642172,0.117865,0.239962"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV51_W43,3,"0.567099,0.124575,0.308326"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV51_W43,3,"0.559308,0.131813,0.308879"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV51_W43,3,"0.544924,0.142152,0.312924"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV51_W43,3,"0.584926,0.125515,0.289559"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV51_W43,3,"0.650245,0.108667,0.241088"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV51_W43,3,"0.570352,0.119552,0.310095"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV51_W43,3,"0.552361,0.135362,0.312277"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV51_W43,3,"0.578294,0.119338,0.302368"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV53a_W43,2,"0.746139,0.253861"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV53a_W43,2,"0.712232,0.287768"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV53a_W43,2,"0.682574,0.317426"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV53a_W43,2,"0.743168,0.256832"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV53a_W43,2,"0.663669,0.336331"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV53a_W43,2,"0.651355,0.348645"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV53a_W43,2,"0.622459,0.377541"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV53a_W43,2,"0.635222,0.364778"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV53a_W43,2,"0.674050,0.325950"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV53a_W43,2,"0.667148,0.332852"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV53a_W43,2,"0.656658,0.343342"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV53a_W43,2,"0.644225,0.355775"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV53a_W43,2,"0.647798,0.352202"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV53a_W43,2,"0.690976,0.309024"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV53a_W43,2,"0.699254,0.300746"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV53a_W43,2,"0.670608,0.329392"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV53a_W43,2,"0.653127,0.346873"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV53a_W43,2,"0.710628,0.289372"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV5k_W43,5,"0.108408,0.126742,0.229500,0.438930,0.096420"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV5k_W43,5,"0.088932,0.118740,0.261386,0.430953,0.099989"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV5k_W43,5,"0.086838,0.120563,0.255232,0.424107,0.113259"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV5k_W43,5,"0.075667,0.097920,0.268263,0.478230,0.079920"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV5k_W43,5,"0.093753,0.124203,0.269172,0.430136,0.082737"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV5k_W43,5,"0.089630,0.127390,0.271799,0.408018,0.103163"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV5k_W43,5,"0.091931,0.128635,0.272320,0.396223,0.110890"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV5k_W43,5,"0.099146,0.133416,0.275899,0.380066,0.111473"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV5k_W43,5,"0.084571,0.106076,0.281664,0.443119,0.084571"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV5k_W43,5,"0.087790,0.126740,0.252053,0.452856,0.080561"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV5k_W43,5,"0.086742,0.119492,0.267185,0.437085,0.089496"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV5k_W43,5,"0.082319,0.119773,0.265729,0.431320,0.100859"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Refused,RACESURV5k_W43,5,"0.091948,0.131709,0.263989,0.405693,0.106661"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,RACESURV5k_W43,5,"0.076645,0.103946,0.273860,0.465852,0.079698"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,RACESURV5k_W43,5,"0.092183,0.125019,0.240981,0.446708,0.095110"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,RACESURV5k_W43,5,"0.092434,0.122455,0.251261,0.424083,0.109768"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,RACESURV5k_W43,5,"0.093084,0.127231,0.251060,0.404340,0.124284"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,RACESURV5k_W43,5,"0.083242,0.103596,0.254407,0.453529,0.105227"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,RACESURV8_W43,4,"0.264095,0.242347,0.274615,0.218942"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,RACESURV8_W43,4,"0.199728,0.244712,0.334481,0.221079"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,RACESURV8_W43,4,"0.180424,0.229867,0.361631,0.228078"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,RACESURV8_W43,4,"0.229150,0.216955,0.294234,0.259661"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,RACESURV8_W43,4,"0.216452,0.257043,0.310053,0.216452"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,RACESURV8_W43,4,"0.183674,0.269340,0.340477,0.206510"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,RACESURV8_W43,4,"0.168027,0.254216,0.367004,0.210753"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused,RACESURV8_W43,4,"0.187450,0.250279,0.328985,0.233286"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,RACESURV8_W43,4,"0.208691,0.236478,0.310845,0.243985"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,RACESURV8_W43,4,"0.202899,0.244743,0.324232,0.228126"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,RACESURV8_W43,4,"0.175078,0.244979,0.362055,0.217888"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,RACESURV8_W43,4,"0.158683,0.230882,0.386655,0.223779"
