ty,gk,qk,n_opt,mouth_pred
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,ABORTIONRESTR_W32,2,"0.594551,0.405449"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,RACESURV8_W43,4,"0.214171,0.266540,0.306785,0.212504"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,RACESURV8_W43,4,"0.202408,0.251900,0.328540,0.217152"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,RACESURV8_W43,4,"0.227930,0.227930,0.299608,0.244533"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,RACESURV9_W43,5,"0.189104,0.204470,0.260502,0.166884,0.179040"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,RACESURV9_W43,5,"0.158093,0.199848,0.281831,0.155642,0.204587"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Other,RACESURV9_W43,5,"0.136372,0.201544,0.314606,0.152134,0.195344"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,RACESURV9_W43,5,"0.163844,0.203908,0.263876,0.156341,0.212030"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,RACESURV9_W43,5,"0.164594,0.209698,0.260973,0.158288,0.206447"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,RACESURV9_W43,5,"0.156924,0.212821,0.275410,0.148573,0.206273"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,RACESURV9_W43,5,"0.137534,0.211359,0.307526,0.141900,0.201680"
RACExPOLPARTY,RACExPOLPARTY :: Black | Refused,RACESURV9_W43,5,"0.160160,0.215518,0.268217,0.150456,0.205649"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,RACESURV9_W43,5,"0.160130,0.213802,0.261955,0.146944,0.217169"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,RACESURV9_W43,5,"0.154441,0.207824,0.277481,0.155653,0.204602"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,RACESURV9_W43,5,"0.142753,0.201313,0.302207,0.142753,0.210975"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,RACESURV9_W43,5,"0.125345,0.205050,0.346087,0.132390,0.191128"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Refused,RACESURV9_W43,5,"0.144736,0.215583,0.294667,0.142492,0.202522"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,RACESURV9_W43,5,"0.145507,0.211712,0.291645,0.137763,0.213372"
RACExPOLPARTY,RACExPOLPARTY :: Other | Democrat,RACESURV9_W43,5,"0.154401,0.204548,0.250617,0.156832,0.233601"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,RACESURV9_W43,5,"0.133459,0.195704,0.271708,0.139863,0.259266"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,RACESURV9_W43,5,"0.172136,0.207635,0.240861,0.153101,0.226268"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,RACESURV9_W43,5,"0.166526,0.204032,0.253922,0.136981,0.238538"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,RACESURV9_W43,5,"0.151320,0.211734,0.278319,0.131469,0.227158"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,RACESURV9_W43,5,"0.171276,0.211498,0.239659,0.130300,0.247266"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,RELIG_GOV_W92,2,"0.794385,0.205615"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,RELIG_GOV_W92,2,"0.810479,0.189521"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Other,RELIG_GOV_W92,2,"0.754915,0.245085"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,RELIG_GOV_W92,2,"0.819893,0.180107"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,RELIG_GOV_W92,2,"0.749087,0.250913"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,RELIG_GOV_W92,2,"0.705785,0.294215"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,RELIG_GOV_W92,2,"0.667148,0.332852"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,RELIG_GOV_W92,2,"0.702530,0.297470"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,RELIG_GOV_W92,2,"0.769080,0.230920"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,RELIG_GOV_W92,2,"0.767690,0.232310"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,RELIG_GOV_W92,2,"0.692642,0.307358"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,RELIG_GOV_W92,2,"0.720172,0.279829"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,RELIG_GOV_W92,2,"0.726426,0.273574"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,RELIG_GOV_W92,2,"0.744656,0.255344"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,RELIG_GOV_W92,2,"0.679179,0.320821"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,RELIG_GOV_W92,2,"0.677474,0.322526"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,RELIG_GOV_W92,2,"0.667148,0.332852"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,RELIG_GOV_W92,2,"0.718594,0.281406"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,RELIG_GOV_W92,2,"0.704160,0.295840"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,RELIG_GOV_W92,2,"0.644225,0.355775"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,RELIG_GOV_W92,2,"0.633410,0.366590"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,RELIG_GOV_W92,2,"0.675765,0.324235"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,REMARR_W50,2,"0.567937,0.432063"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,REMARR_W50,2,"0.577495,0.422505"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,REMARR_W50,2,"0.558327,0.441673"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,REMARR_W50,2,"0.500000,0.500000"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,REMARR_W50,2,"0.533154,0.466846"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,REMARR_W50,2,"0.503906,0.496094"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,REMARR_W50,2,"0.523420,0.476580"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,REMARR_W50,2,"0.519521,0.480479"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,REMARR_W50,2,"0.552540,0.447460"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,REMARR_W50,2,"0.533154,0.466846"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,REMARR_W50,2,"0.546738,0.453262"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,REMARR_W50,2,"0.517571,0.482429"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,REMARR_W50,2,"0.542863,0.457137"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,REMARR_W50,2,"0.515620,0.484380"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,REMARR_W50,2,"0.535098,0.464902"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,REMARR_W50,2,"0.488283,0.511717"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,REMARR_W50,2,"0.507812,0.492188"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,REMARR_W50,2,"0.486332,0.513668"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,REMARR_W50,2,"0.505859,0.494141"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,REMARR_W50,2,"0.484380,0.515620"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,REMARR_W50,2,"0.474631,0.525369"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,REMARR_W50,2,"0.498047,0.501953"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,REPRSNTREP_W92,4,"0.247100,0.172503,0.280000,0.300397"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,REPRSNTREP_W92,4,"0.194663,0.190154,0.347024,0.268159"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Other,REPRSNTREP_W92,4,"0.188837,0.161521,0.387468,0.262174"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,REPRSNTREP_W92,4,"0.241854,0.131494,0.328003,0.298650"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,REPRSNTREP_W92,4,"0.194754,0.170532,0.318596,0.316117"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,REPRSNTREP_W92,4,"0.186879,0.218483,0.333147,0.261490"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,REPRSNTREP_W92,4,"0.171017,0.168366,0.403889,0.256728"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,REPRSNTREP_W92,4,"0.219261,0.139371,0.336955,0.304413"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,REPRSNTREP_W92,4,"0.204392,0.172115,0.319052,0.304441"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,REPRSNTREP_W92,4,"0.182474,0.197302,0.362894,0.257330"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,REPRSNTREP_W92,4,"0.189582,0.178095,0.398221,0.234102"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,REPRSNTREP_W92,4,"0.226399,0.139480,0.347925,0.286195"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,REPRSNTREP_W92,4,"0.215218,0.172933,0.301145,0.310704"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,REPRSNTREP_W92,4,"0.179941,0.197627,0.352308,0.270124"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,REPRSNTREP_W92,4,"0.176388,0.172302,0.400613,0.250697"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,REPRSNTREP_W92,4,"0.225746,0.141268,0.336248,0.296738"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,REPRSNTREP_W92,4,"0.195964,0.238232,0.318081,0.247722"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,REPRSNTREP_W92,4,"0.231714,0.184738,0.290634,0.292914"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,REPRSNTREP_W92,4,"0.220091,0.223557,0.320230,0.236123"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,REPRSNTREP_W92,4,"0.216610,0.208312,0.351593,0.223486"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,REPRSNTREP_W92,4,"0.209077,0.201068,0.288016,0.301838"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,REPRSNTREP_W92,4,"0.284311,0.171101,0.295637,0.248951"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,RESTRICTWHO_W45,5,"0.119669,0.188266,0.139907,0.465963,0.086194"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,RESTRICTWHO_W45,5,"0.093591,0.201253,0.154306,0.453530,0.097320"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,RESTRICTWHO_W45,5,"0.095136,0.195206,0.126035,0.483140,0.100484"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,RESTRICTWHO_W45,5,"0.098340,0.201781,0.149951,0.447671,0.102258"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,RESTRICTWHO_W45,5,"0.087728,0.196160,0.146917,0.477973,0.091223"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,RESTRICTWHO_W45,5,"0.087976,0.202957,0.174960,0.426317,0.107790"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,RESTRICTWHO_W45,5,"0.102726,0.204295,0.157867,0.429126,0.105987"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,RESTRICTWHO_W45,5,"0.088398,0.199209,0.160069,0.455993,0.096331"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,RESTRICTWHO_W45,5,"0.087422,0.201680,0.176597,0.433680,0.100622"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,RESTRICTWHO_W45,5,"0.097340,0.196633,0.138348,0.460771,0.106907"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,RESTRICTWHO_W45,5,"0.105555,0.197202,0.153581,0.424052,0.119609"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,RESTRICTWHO_W45,5,"0.083847,0.187483,0.155428,0.460413,0.112829"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,RESTRICTWHO_W45,5,"0.083377,0.190851,0.176509,0.420127,0.129136"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,RESTRICTWHO_W45,5,"0.101947,0.183166,0.140438,0.439392,0.135058"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,RESTRICTWHO_W45,5,"0.108657,0.177750,0.135225,0.439936,0.138432"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,RESTRICTWHO_W45,5,"0.095448,0.162362,0.136722,0.469810,0.135658"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,RESTRICTWHO_W45,5,"0.096174,0.168790,0.153685,0.427666,0.153685"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,RESTRICTWHO_W45,5,"0.098092,0.160468,0.147254,0.406580,0.187606"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,RESTRICTWHO_W45,5,"0.098170,0.149692,0.111242,0.494671,0.146224"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,ROMRELDUR_W50,6,"0.232709,0.149079,0.191421,0.142252,0.140047,0.144492"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,ROMRELDUR_W50,6,"0.193588,0.153141,0.193588,0.155553,0.146128,0.158002"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,ROMRELDUR_W50,6,"0.187269,0.152845,0.181507,0.150475,0.139167,0.188738"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,ROMRELDUR_W50,6,"0.177328,0.156491,0.188764,0.160202,0.149325,0.167890"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,ROMRELDUR_W50,6,"0.170030,0.162244,0.194181,0.159729,0.147725,0.166092"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,ROMRELDUR_W50,6,"0.161919,0.158168,0.196843,0.159409,0.148585,0.175076"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,ROMRELDUR_W50,6,"0.161844,0.158095,0.184831,0.160584,0.143947,0.190699"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,ROMRELDUR_W50,6,"0.179354,0.153409,0.186498,0.157047,0.149856,0.173836"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,ROMRELDUR_W50,6,"0.168958,0.155044,0.192956,0.162485,0.150274,0.170283"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,ROMRELDUR_W50,6,"0.169426,0.154264,0.199633,0.153064,0.146055,0.177557"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,ROMRELDUR_W50,6,"0.165305,0.155289,0.182976,0.156507,0.143619,0.196304"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,ROMRELDUR_W50,6,"0.184447,0.150541,0.181587,0.154111,0.150541,0.178772"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,ROMRELDUR_W50,6,"0.170559,0.154087,0.187323,0.158979,0.151699,0.177354"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,ROMRELDUR_W50,6,"0.163634,0.151337,0.188342,0.153720,0.150159,0.192808"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,ROMRELDUR_W50,6,"0.163984,0.150480,0.174560,0.154049,0.144715,0.212211"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,ROMRELDUR_W50,6,"0.189995,0.155070,0.172993,0.151477,0.143416,0.187050"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,ROMRELDUR_W50,6,"0.173066,0.158814,0.175791,0.152730,0.148031,0.191567"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,ROMRELDUR_W50,6,"0.185625,0.152691,0.167698,0.145699,0.137945,0.210341"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,ROMRELDUR_W50,6,"0.172551,0.157110,0.172551,0.149915,0.139736,0.208136"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,ROMRELDUR_W50,6,"0.165495,0.154259,0.180346,0.144912,0.134022,0.220965"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,ROMRELDUR_W50,6,"0.164552,0.153380,0.163272,0.149827,0.133259,0.235711"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,ROMRELDUR_W50,6,"0.166724,0.145988,0.150623,0.140396,0.129845,0.266424"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,SATLIFEb_W50,4,"0.349304,0.267821,0.229079,0.153796"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,SATLIFEb_W50,4,"0.297488,0.292876,0.246626,0.163010"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,SATLIFEb_W50,4,"0.280255,0.303028,0.245400,0.171317"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,SATLIFEb_W50,4,"0.268799,0.314258,0.244744,0.172199"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,SATLIFEb_W50,4,"0.256306,0.326543,0.250369,0.166782"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,SATLIFEb_W50,4,"0.232249,0.324975,0.271527,0.171250"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,SATLIFEb_W50,4,"0.243026,0.324483,0.254689,0.177802"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,SATLIFEb_W50,4,"0.266683,0.304561,0.252490,0.176266"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,SATLIFEb_W50,4,"0.243214,0.324733,0.260930,0.171122"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,SATLIFEb_W50,4,"0.225676,0.328357,0.280859,0.165108"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,SATLIFEb_W50,4,"0.236002,0.322576,0.263279,0.178143"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,SATLIFEb_W50,4,"0.270725,0.292723,0.244579,0.191973"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,SATLIFEb_W50,4,"0.241105,0.312013,0.254657,0.192225"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,SATLIFEb_W50,4,"0.222882,0.319263,0.273080,0.184775"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,SATLIFEb_W50,4,"0.234819,0.311084,0.257898,0.196199"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,SATLIFEb_W50,4,"0.270557,0.297148,0.246345,0.185951"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,SATLIFEb_W50,4,"0.246617,0.309327,0.256441,0.187616"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,SATLIFEb_W50,4,"0.268514,0.299549,0.244485,0.187453"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,SATLIFEb_W50,4,"0.243853,0.310677,0.255556,0.189913"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,SATLIFEb_W50,4,"0.228383,0.309733,0.275483,0.186401"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,SATLIFEb_W50,4,"0.225630,0.305999,0.259698,0.208673"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,SATLIFEb_W50,4,"0.240039,0.315525,0.251559,0.192877"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,SIB_W50,3,"0.321266,0.308959,0.369775"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,SIB_W50,3,"0.298037,0.322255,0.379709"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,SIB_W50,3,"0.278667,0.328350,0.392983"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,SIB_W50,3,"0.264756,0.361878,0.373366"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,SIB_W50,3,"0.272302,0.349643,0.378054"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,SIB_W50,3,"0.256498,0.373203,0.370299"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,SIB_W50,3,"0.257874,0.358023,0.384103"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,SIB_W50,3,"0.263900,0.355116,0.380984"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,SIB_W50,3,"0.262326,0.352998,0.384676"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,SIB_W50,3,"0.253988,0.352628,0.393384"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,SIB_W50,3,"0.255384,0.349069,0.395547"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,SIB_W50,3,"0.266208,0.355434,0.378358"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,SIB_W50,3,"0.256429,0.361622,0.381949"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,SIB_W50,3,"0.243320,0.376862,0.379818"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,SIB_W50,3,"0.249647,0.357603,0.392750"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,SIB_W50,3,"0.268418,0.350083,0.381499"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,SIB_W50,3,"0.269595,0.338147,0.392258"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,SIB_W50,3,"0.268059,0.338858,0.393083"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,SIB_W50,3,"0.265447,0.332945,0.401608"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,SIB_W50,3,"0.253573,0.341219,0.405208"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,SIB_W50,3,"0.241806,0.320341,0.437854"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,SIB_W50,3,"0.253672,0.318176,0.428152"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,SMLIKESa_W45,3,"0.832068,0.101733,0.066199"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,SMLIKESa_W45,3,"0.839347,0.094911,0.065743"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,SMLIKESa_W45,3,"0.854145,0.088631,0.057224"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,SMLIKESa_W45,3,"0.757898,0.156401,0.085701"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,SMLIKESa_W45,3,"0.767296,0.149914,0.082790"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,SMLIKESa_W45,3,"0.724574,0.161674,0.113752"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,SMLIKESa_W45,3,"0.745950,0.145743,0.108307"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,SMLIKESa_W45,3,"0.771459,0.131981,0.096559"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,SMLIKESa_W45,3,"0.734767,0.142441,0.122792"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,SMLIKESa_W45,3,"0.778622,0.129108,0.092269"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,SMLIKESa_W45,3,"0.736243,0.154325,0.109433"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,SMLIKESa_W45,3,"0.773005,0.137514,0.089482"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,SMLIKESa_W45,3,"0.736729,0.148511,0.114760"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,SMLIKESa_W45,3,"0.755282,0.146418,0.098300"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,SMLIKESa_W45,3,"0.709745,0.175295,0.114961"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,SMLIKESa_W45,3,"0.719305,0.169520,0.111174"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,SMLIKESa_W45,3,"0.656954,0.188220,0.154826"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,SMLIKESa_W45,3,"0.674729,0.190316,0.134954"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,SMLIKESa_W45,3,"0.734150,0.162536,0.103314"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,SMLIKESd_W45,3,"0.708120,0.183287,0.108594"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,SMLIKESd_W45,3,"0.697901,0.186376,0.115723"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,SMLIKESd_W45,3,"0.723178,0.175843,0.100978"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,SMLIKESd_W45,3,"0.600531,0.252302,0.147167"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,SMLIKESd_W45,3,"0.628955,0.235023,0.136021"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,SMLIKESd_W45,3,"0.584740,0.243756,0.171504"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,SMLIKESd_W45,3,"0.580646,0.251691,0.167663"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,SMLIKESd_W45,3,"0.619531,0.233318,0.147152"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,SMLIKESd_W45,3,"0.591341,0.235219,0.173440"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,SMLIKESd_W45,3,"0.639843,0.222858,0.137299"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,SMLIKESd_W45,3,"0.579823,0.247438,0.172740"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,SMLIKESd_W45,3,"0.612950,0.234474,0.152575"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,SMLIKESd_W45,3,"0.583768,0.239578,0.176654"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,SMLIKESd_W45,3,"0.612596,0.232515,0.154889"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,SMLIKESd_W45,3,"0.538694,0.275138,0.186168"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,SMLIKESd_W45,3,"0.561112,0.260941,0.177947"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,SMLIKESd_W45,3,"0.510766,0.271266,0.217968"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,SMLIKESd_W45,3,"0.524559,0.270020,0.205420"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,SMLIKESd_W45,3,"0.584446,0.249411,0.166143"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,SMSHARER_W45,2,"0.647798,0.352202"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,SMSHARER_W45,2,"0.609524,0.390476"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,SMSHARER_W45,2,"0.638835,0.361165"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,SMSHARER_W45,2,"0.566019,0.433981"
