ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,CANDEXP_W92,4,"0.364941,0.282005,0.214538,0.138516"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,COHABDUR_W50,6,"0.210580,0.170533,0.164000,0.126729,0.158954,0.169205"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,COHABDUR_W50,6,"0.220578,0.181443,0.171787,0.139117,0.142416,0.144659"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,COHABDUR_W50,6,"0.197590,0.178508,0.187075,0.129583,0.143435,0.163808"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,COHABDUR_W50,6,"0.228678,0.180899,0.166003,0.133387,0.138700,0.152333"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,COHABDUR_W50,6,"0.196331,0.171913,0.165327,0.144765,0.147045,0.174620"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,COHABDUR_W50,6,"0.199501,0.174689,0.166689,0.147103,0.152963,0.159056"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,COHABDUR_W50,6,"0.198658,0.188085,0.169921,0.141974,0.144210,0.157151"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,CONFe_W42,4,"0.146687,0.153727,0.414621,0.284965"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,CONFe_W42,4,"0.165199,0.138029,0.352469,0.344304"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,CONFe_W42,4,"0.172043,0.169375,0.316435,0.342147"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,ECON5_d_W54,5,"0.129934,0.153100,0.214225,0.295107,0.207634"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,ECON5_d_W54,5,"0.159667,0.143125,0.182346,0.269489,0.245373"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV21_W50,2,"0.546738,0.453262"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV21_W50,2,"0.533154,0.466846"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV23c_W50,3,"0.264744,0.295343,0.439913"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV23c_W50,3,"0.293906,0.291619,0.414474"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV23c_W50,3,"0.284607,0.278014,0.437378"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV23d_W50,3,"0.302070,0.319049,0.378881"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV23d_W50,3,"0.349982,0.318662,0.331356"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV23d_W50,3,"0.335737,0.317869,0.346394"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV23d_W50,3,"0.269174,0.317165,0.413661"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV23d_W50,3,"0.319801,0.300425,0.379773"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV23f_W50,3,"0.330449,0.317790,0.351761"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV23f_W50,3,"0.352668,0.318609,0.328723"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV23f_W50,3,"0.359294,0.297865,0.342841"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV23f_W50,3,"0.352689,0.321127,0.326184"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV23f_W50,3,"0.310923,0.328400,0.360677"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV23f_W50,3,"0.337879,0.305249,0.356872"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV23f_W50,3,"0.342948,0.327243,0.329809"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV23g_W50,3,"0.266307,0.321228,0.412465"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV23g_W50,3,"0.282295,0.300501,0.417204"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV26a_W50,4,"0.198239,0.226396,0.302279,0.273086"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV26a_W50,4,"0.218256,0.223432,0.278066,0.280246"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV26a_W50,4,"0.237804,0.218221,0.257128,0.286847"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV26a_W50,4,"0.216157,0.226530,0.275391,0.281922"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV26a_W50,4,"0.184560,0.220889,0.323912,0.270639"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV26a_W50,4,"0.203431,0.213194,0.253174,0.330201"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV29_W50,4,"0.196360,0.254109,0.276912,0.272619"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV29_W50,4,"0.236331,0.229060,0.238184,0.296425"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV29_W50,4,"0.230586,0.249322,0.239771,0.280321"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV29_W50,4,"0.240316,0.259844,0.227527,0.272314"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV39_W50,4,"0.273296,0.262826,0.260781,0.203096"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV39_W50,4,"0.287439,0.245860,0.249731,0.216970"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV39_W50,4,"0.287672,0.244144,0.244144,0.224039"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV39_W50,4,"0.286629,0.254933,0.247090,0.211347"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV39_W50,4,"0.263544,0.265611,0.271910,0.198934"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV39_W50,4,"0.289134,0.251204,0.239700,0.219962"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV39_W50,4,"0.279649,0.235488,0.228243,0.256620"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV39_W50,4,"0.306077,0.245939,0.229241,0.218743"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV39_W50,4,"0.278003,0.249200,0.251154,0.221643"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV3_W50,3,"0.432385,0.311435,0.256180"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV3_W50,3,"0.476098,0.267067,0.256836"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV3_W50,3,"0.433607,0.307474,0.258919"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,HAVEKIDS1_W50,4,"0.270766,0.277187,0.264493,0.187554"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,HAVEKIDS1_W50,4,"0.309276,0.264538,0.237130,0.189057"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,HAVEKIDS1_W50,4,"0.311730,0.264562,0.231658,0.192051"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,HAVEKIDS1_W50,4,"0.250144,0.279056,0.283450,0.187349"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,HAVEKIDS1_W50,4,"0.283886,0.246645,0.222825,0.246645"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,HAVEKIDS1_W50,4,"0.287295,0.267788,0.253537,0.191380"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INEQ5_f_W54,4,"0.323169,0.243941,0.245854,0.187036"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INEQ5_f_W54,4,"0.362304,0.208053,0.223209,0.206434"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,INEQ5_f_W54,4,"0.330039,0.225067,0.221578,0.223316"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INEQ8_d_W54,4,"0.480779,0.307998,0.166153,0.045070"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INEQ8_d_W54,4,"0.573666,0.256559,0.121190,0.048584"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INEQ8_d_W54,4,"0.463078,0.323281,0.160036,0.053605"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INEQ8_d_W54,4,"0.506020,0.292862,0.141619,0.059499"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,RACESURV19e_W43,3,"0.501287,0.260064,0.238648"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,RACESURV19e_W43,3,"0.487161,0.275416,0.237423"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,RACESURV19e_W43,3,"0.501470,0.254133,0.244397"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,RACESURV36_W43,4,"0.188740,0.260000,0.299259,0.252001"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,RACESURV36_W43,4,"0.207132,0.208756,0.247904,0.336208"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,RACESURV47b_W43,4,"0.175650,0.287344,0.298790,0.238216"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,RACESURV47b_W43,4,"0.201693,0.305151,0.261010,0.232147"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,RACESURV47b_W43,4,"0.193257,0.254031,0.258031,0.294681"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,REPRSNTREP_W92,4,"0.137586,0.129250,0.410757,0.322407"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,REPRSNTREP_W92,4,"0.276525,0.127595,0.306085,0.289795"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,REPRSNTREP_W92,4,"0.199137,0.185616,0.292015,0.323231"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,SOCIETY_RHIST_W92,5,"0.211459,0.225097,0.261117,0.154706,0.147622"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,SOCIETY_RHIST_W92,5,"0.243938,0.218664,0.216963,0.168971,0.151464"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,SOCIETY_RHIST_W92,5,"0.234385,0.225406,0.220184,0.167507,0.152517"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,SOCIETY_RHIST_W92,5,"0.186371,0.221321,0.302510,0.154507,0.135291"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,SOCIETY_RHIST_W92,5,"0.239345,0.219635,0.223094,0.165789,0.152137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,SOCIETY_RHIST_W92,5,"0.215569,0.197817,0.248118,0.173214,0.165282"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,SOCIETY_RHIST_W92,5,"0.259168,0.206627,0.214858,0.158426,0.160921"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,USMILSIZ_W92,5,"0.185683,0.213720,0.336228,0.171729,0.092641"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,USMILSIZ_W92,5,"0.231603,0.164231,0.242717,0.192005,0.169444"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,USMILSIZ_W92,5,"0.199687,0.199687,0.311707,0.186129,0.102790"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV23b_W50,3,"0.467809,0.283740,0.248451"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV23b_W50,3,"0.404807,0.310376,0.284817"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV23b_W50,3,"0.448734,0.287470,0.263797"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV23b_W50,3,"0.508322,0.267867,0.223811"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV26d_W50,4,"0.221575,0.241459,0.277918,0.259048"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV26d_W50,4,"0.188665,0.247996,0.328541,0.234798"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV30d_W50,3,"0.353573,0.327001,0.319426"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV30d_W50,3,"0.382565,0.300278,0.317157"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV30d_W50,3,"0.314491,0.337399,0.348110"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV30d_W50,3,"0.346477,0.328038,0.325485"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV30d_W50,3,"0.337672,0.327283,0.335045"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV30d_W50,3,"0.327243,0.329809,0.342948"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV32a_W50,4,"0.265706,0.261587,0.257531,0.215175"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV32a_W50,4,"0.217306,0.292417,0.292417,0.197859"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV40_W50,4,"0.255997,0.190241,0.217262,0.336501"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV40_W50,4,"0.259342,0.189738,0.210021,0.340898"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV40_W50,4,"0.228045,0.174848,0.229834,0.367273"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV40_W50,4,"0.267547,0.191207,0.200383,0.340863"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV40_W50,4,"0.285581,0.175942,0.185831,0.352646"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV40_W50,4,"0.260480,0.181844,0.212597,0.345079"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV43_W50,4,"0.348009,0.266828,0.219486,0.165677"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV43_W50,4,"0.301735,0.294745,0.248200,0.155320"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV9c_W50,4,"0.286015,0.260420,0.264521,0.189044"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV9c_W50,4,"0.252297,0.283665,0.297279,0.166758"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,MARRDUR_W50,6,"0.150530,0.158992,0.175988,0.167929,0.175988,0.170573"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,MARRDUR_W50,6,"0.145717,0.157558,0.167720,0.167720,0.181348,0.179937"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,MARRDUR_W50,6,"0.121596,0.148982,0.181116,0.154917,0.178308,0.215081"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,MARRDUR_W50,6,"0.160691,0.165792,0.164502,0.156969,0.167092,0.184954"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,MARRDUR_W50,6,"0.125583,0.146821,0.177100,0.162517,0.174355,0.213624"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,DNA3c_W50,2,"0.605799,0.394201"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,DNA3c_W50,2,"0.560253,0.439747"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,DNATEST_W50,2,"0.627951,0.372049"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,DNATEST_W50,2,"0.598312,0.401688"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,E5MOD_W50,3,"0.355081,0.306099,0.338820"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,E5MOD_W50,3,"0.323902,0.309069,0.367029"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV11W_W50,3,"0.299843,0.277310,0.422847"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV11W_W50,3,"0.294182,0.294182,0.411635"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV18A_W50,2,"0.626124,0.373876"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV18A_W50,2,"0.613237,0.386763"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV2Ma_W50,3,"0.331559,0.399936,0.268505"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV2Ma_W50,3,"0.303727,0.408710,0.287563"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV32b_W50,4,"0.296910,0.292307,0.244232,0.166551"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV32b_W50,4,"0.261984,0.294556,0.270300,0.173161"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV32e_W50,4,"0.320349,0.312928,0.228943,0.137780"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV32e_W50,4,"0.282255,0.309996,0.259011,0.148738"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV33a_W50,4,"0.458171,0.273586,0.179422,0.088820"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV33a_W50,4,"0.412532,0.274806,0.212353,0.100309"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV34A_W50,3,"0.106829,0.591210,0.301961"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV34A_W50,3,"0.124356,0.480443,0.395201"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV35b_W50,2,"0.867036,0.132964"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV35b_W50,2,"0.769080,0.230920"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,FAMSURV9a_W50,4,"0.402231,0.251710,0.207051,0.139007"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,FAMSURV9a_W50,4,"0.392523,0.249503,0.220186,0.137789"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,PAR2_W50,3,"0.217685,0.199759,0.582556"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,PAR2_W50,3,"0.175192,0.193919,0.630889"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,ROMRELSER_W50,4,"0.362507,0.269393,0.218161,0.149940"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,ROMRELSER_W50,4,"0.337384,0.262755,0.239241,0.160619"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,SATLIFEd_W50,4,"0.316693,0.302190,0.219367,0.161751"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,SATLIFEd_W50,4,"0.275922,0.305418,0.247335,0.171324"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV27b_W50,4,"0.214937,0.216622,0.253257,0.315184"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV27b_W50,4,"0.204879,0.223265,0.271421,0.300435"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV27b_W50,4,"0.204350,0.214157,0.244575,0.336917"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV27d_W50,4,"0.195766,0.215007,0.261382,0.327846"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV27d_W50,4,"0.192369,0.224902,0.277717,0.305012"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV27d_W50,4,"0.191516,0.215327,0.251743,0.341414"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,GROWUPGUN7_W26,4,"0.282512,0.237899,0.243541,0.236048"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,GROWUPGUN7_W26,4,"0.262348,0.254276,0.242632,0.240744"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,MOVEURBAN_W32,3,"0.257664,0.349445,0.392891"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,MOVEURBAN_W32,3,"0.265821,0.392858,0.341321"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,RACESURV14_W43,4,"0.103391,0.068873,0.110059,0.717676"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,RACESURV14_W43,4,"0.143722,0.117303,0.161591,0.577384"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,RACESURV14_W43,4,"0.124278,0.096035,0.158335,0.621352"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,WHADVANT_W32,4,"0.379135,0.173580,0.196692,0.250593"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,WHADVANT_W32,4,"0.287852,0.218986,0.233110,0.260052"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,WHYNOTBIZF2B_W36,3,"0.603426,0.192867,0.203708"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,WHYNOTBIZF2B_W36,3,"0.583366,0.219698,0.196936"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,WHYNOTBIZF2O_W36,3,"0.473223,0.263388,0.263388"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,WHYNOTBIZF2O_W36,3,"0.431215,0.301037,0.267748"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV23e_W50,3,"0.346436,0.333164,0.320401"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV23e_W50,3,"0.335655,0.315319,0.349026"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FAMSURV27a_W50,4,"0.213737,0.232918,0.270189,0.283156"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV27a_W50,4,"0.185842,0.233098,0.306402,0.274657"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV27a_W50,4,"0.224133,0.234890,0.262038,0.278938"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV27a_W50,4,"0.222775,0.228058,0.244670,0.304497"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,RACESURV17_W43,4,"0.395333,0.225254,0.192670,0.186742"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,RACESURV17_W43,4,"0.370807,0.214607,0.187916,0.226670"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,GUNCONTRIBA_W26,4,"0.407905,0.282548,0.192681,0.116867"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,GUNCONTRIBA_W26,4,"0.437904,0.249510,0.176929,0.135656"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,GUNCONTRIBD_W26,4,"0.323118,0.265789,0.253618,0.157475"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,GUNCONTRIBD_W26,4,"0.344520,0.246217,0.227714,0.181549"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,GUNCONTRIBD_W26,4,"0.380062,0.230519,0.209890,0.179529"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,NEIGHINTERB_W32,6,"0.159452,0.169736,0.189354,0.152150,0.148626,0.180683"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,NEIGHINTERB_W32,6,"0.195827,0.168814,0.157352,0.151324,0.152511,0.174173"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,NEIGHINTERB_W32,6,"0.210269,0.168956,0.155043,0.147943,0.151451,0.166337"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,RACESURV47e_W43,4,"0.187930,0.367949,0.282116,0.162006"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,RACESURV47e_W43,4,"0.243722,0.338375,0.243722,0.174180"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,RACESURV47f_W43,4,"0.137382,0.244911,0.350818,0.266889"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,RACESURV47f_W43,4,"0.188806,0.244333,0.283431,0.283431"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,RACESURV48_W43,4,"0.638788,0.234997,0.089894,0.036321"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,RACESURV48_W43,4,"0.672762,0.192750,0.084206,0.050282"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,S12_W29,6,"0.272898,0.205995,0.153082,0.094311,0.123005,0.150709"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,S12_W29,6,"0.349388,0.184114,0.110802,0.085621,0.119805,0.150270"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,S12_W29,6,"0.442663,0.169334,0.089233,0.066312,0.099546,0.132912"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,SEENFEM_W29,4,"0.257337,0.296193,0.291601,0.154868"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,SEENFEM_W29,4,"0.300319,0.279928,0.243205,0.176548"
